word,meaning,sort,title,phonetic,english_meaning,example
quiz,n.智力竞赛；小测验,5,Chapter 5 学校教育,/kwɪz/,A short test to check how much someone knows about a subject.,"For example, your teacher might give a quick test on math facts at the end of a lesson."
presentation,n.陈述；表演，演出,5,Chapter 5 学校教育,/ˌprez(ə)nˈteɪʃ(ə)n/,"It is when someone shows or tells something to a group of people, like in school or at work.","For example, a student might show a project to the class during a school meeting."
point,n. 点；要点,5,Chapter 5 学校教育,/pɔɪnt/,A point is a small mark or a main idea in something.,"For example, when you write a letter, you might put a dot at the end to show it is finished."
abstract,n. 摘要 adj. 抽象的 v. 提取；把…抽象出,5,Chapter 5 学校教育,/ˈæbstrækt/,"Something that shows the main points of a longer text or idea, or something that is not easy to understand because it is not concrete.","For example, a short summary of a story is an abstract of the story."
postulate,v. 假定，假设/n. 假定，假设,5,Chapter 5 学校教育,/ˈpɒstʃəleɪt/,"To say something is true without proof, just to use it as a starting point for thinking or solving a problem.","For example, scientists might say that a new planet exists even if they can't see it yet, just to help explain other things they observe."
detect,v. 察觉，发觉；侦察出,5,Chapter 5 学校教育,/dɪˈtekt/,"To notice something that is not obvious, like seeing or finding out something hidden.","For example, a dog can notice when someone is hiding behind a tree."
deliberate,v.深思熟虑，仔细考虑  adj.审慎的,5,Chapter 5 学校教育,/dɪˈlɪbərət/,To think carefully about something before making a decision or taking action.,"For example, when you choose a gift for a friend, you might think about what they like best."
diagnose,v.判断；诊断,5,Chapter 5 学校教育,/ˈdaɪəɡnəʊz/,To figure out what is wrong with someone's health by looking at their symptoms.,"For example, a doctor checks a patient's fever and cough to find out if they have the flu."
plagiarise,v.抄袭,5,Chapter 5 学校教育,/ˈpleɪdʒəraɪz/,To take someone else's work or ideas and say that you made them yourself.,"For example, if you copy a story from the internet and put your name on it, that is stealing someone else's work."
copy,n.复制品 v.抄写；复制,5,Chapter 5 学校教育,/ˈkɒpɪ/,"A copy is a copy of something else, like a duplicate of a book or a picture.","For example, if you make a copy of your homework, it looks exactly like the original."
print,v.打印 n. 印刷品；冲印出来的)照片,5,Chapter 5 学校教育,/prɪnt/,To make a copy of a document or picture on paper using a machine.,"For example, you can print your homework from a computer to a printer."
thesis,n.论文,5,Chapter 5 学校教育,/ˈθiːsɪs/,A thesis is a long written work that shows what someone has learned about a subject. It is usually done for a school or university class.,"For example, a student might write a thesis about the history of space travel to show what they have studied in school."
essay,n. (学生为某门课程写的)短文论说文；(关于政治、社会等的)小品文,5,Chapter 5 学校教育,/ˈeseɪ/,"A short piece of writing that tells someone's thoughts about a topic, usually for school.","For example, a student might write a short piece about why they think recycling is important."
paper,n.论文；纸,5,Chapter 5 学校教育,/ˈpeɪpə(r)/,It is a thin material made from plants that you write on or print on. It is also used for writing a long piece of work about a subject.,"For example, students sometimes write a long piece of work called a report on a topic they are studying."
dissertation,n.专题论文，(尤指)学位论文,5,Chapter 5 学校教育,/ˌdɪsəˈteɪʃ(ə)n/,A long written work that someone does for a school or university degree.,"For example, a student might write a long paper about a special topic to finish their college degree."
project,n. (大中学学生的)专题研究；顶目，方案,5,Chapter 5 学校教育,/ˈprɒdʒekt; prəˈdʒekt/,"A plan or task that someone works on for a long time, especially in school.","For example, a student might do a special study about animals for their class project."
heading,n.标题；主题,5,Chapter 5 学校教育,/ˈhedɪŋ/,It is the word or phrase at the top of a page or article that tells you what it is about.,"For example, the word ""Sports"" at the top of a newspaper page tells you the page is about sports news."
outset,n.开端，开始,5,Chapter 5 学校教育,/ˈaʊtset/,"The beginning of something, like the first part of a story or event.","For example, the outset of a movie is when the story starts and you meet the characters."
outline,n.概要；轮廓，略图,5,Chapter 5 学校教育,/ˈaʊtlaɪn/,"It is a plan or summary of something, showing the main parts.","For example, before writing an essay, you can make a list of the main ideas to help you organize your thoughts."
gist,n.主旨，要点,5,Chapter 5 学校教育,/dʒɪst/,The main idea or most important part of something.,"For example, the teacher asked for the main point of the story, not every detail."
opinion,n.看法；评价,5,Chapter 5 学校教育,/əˈpɪnjən/,A thought or judgment that someone has about something.,"For example, you might think a movie is fun or boring based on what you watched."
introduce,v.介绍；引进,5,Chapter 5 学校教育,/ˌɪntrəˈdjuːs/,"To tell someone about a person, thing, or idea for the first time.","For example, you can tell your friend about a new game you like."
reference,n.参考；推荐函；提及，涉及,5,Chapter 5 学校教育,/ˈrefrəns/,"A reference is when you talk about something or someone, or when someone says good things about you.","For example, if you want a job, a reference is a letter from a teacher or boss that says you are good at your work."
cite,v.引用,5,Chapter 5 学校教育,/saɪt/,"To mention something that someone else said or wrote, usually to show where the idea came from.","For example, if you write about a famous scientist in your homework, you can mention their name and what they said."
elicit,v.引出；探出，套出,5,Chapter 5 学校教育,/ɪˈlɪsɪt/,"To get a reaction or answer from someone, usually by asking questions or doing something.","For example, the teacher asked the students questions to get them to talk about their day."
quote,v.引用，引述；报(价),5,Chapter 5 学校教育,/kwəʊt/,To say someone else's words or to tell how much something costs.,"For example, a teacher might say a famous person's words in a class, or a store might tell you how much a toy costs."
extract,n.摘录,5,Chapter 5 学校教育,/ˈekstrækt; ɪkˈstrækt/,"A short part taken from a longer text, like a book or article.","For example, if you take one sentence from a story and write it down, that is an extract."
summary,n.摘要，概要,5,Chapter 5 学校教育,/ˈsʌməri/,A summary is a short version of a longer text that tells the main ideas.,"For example, if you read a long story, a summary would tell you what happened without all the details."
assume,v.假定，设想；承担｛责任)；取得｛权力),5,Chapter 5 学校教育,/əˈsjuːm/,"To think something is true without knowing for sure, or to take on a job or responsibility.","For example, if you assume the teacher is angry, you might act more carefully in class."
presume,v.假定，假设；料想,5,Chapter 5 学校教育,/prɪˈzjuːm/,To think something is true without knowing for sure.,"For example, you might think it will rain tomorrow because the sky looks dark."
suppose,v.假定；认为,5,Chapter 5 学校教育,/səˈpəʊz/,"To think that something is true, even if it's not certain.","For example, if you don't know if it will rain, you might think it will and bring an umbrella."
hypothesis,n.假说，假设,5,Chapter 5 学校教育,/haɪˈpɒθəsɪs/,"A guess or idea that tries to explain something, but it needs to be tested to see if it is true.","For example, if you think plants grow better when they get more sunlight, that is your guess before you do an experiment."
speculate,v.推测,5,Chapter 5 学校教育,/ˈspekjuleɪt/,"To guess or think about something that might happen, but you are not sure.","For example, people might guess what the weather will be like tomorrow without knowing for sure."
predict,V.预测,5,Chapter 5 学校教育,/prɪˈdɪkt/,To say what you think will happen in the future based on what you know now.,"For example, if it is dark and cloudy, you might say it will rain later."
perceive,v.感知，察觉，意识到,5,Chapter 5 学校教育,/pəˈsiːv/,To notice something with your senses or understand it in your mind.,"For example, you can perceive the smell of flowers when you walk by a garden."
discern,v.觉察出；分辨出,5,Chapter 5 学校教育,/dɪˈsɜːn/,To notice or recognize something that is not obvious.,"For example, you can tell the difference between a cat and a dog by looking at their fur and ears."
recognise,( = recognize) v. 认识，辨认出,5,Chapter 5 学校教育,/ˈrekəɡnaɪz/,To know someone or something because you have seen them before.,"For example, you can recognise your teacher even if they are wearing different clothes."
conscious,adj.意识到的；奋知觉的,5,Chapter 5 学校教育,/ˈkɒnʃəs/,Something that is conscious is when you know or understand something happening around you.,"For example, if you hear a loud noise and you know it's coming from outside, you are conscious of the sound."
reckon,v.估计；期望；认为,5,Chapter 5 学校教育,/ˈrekən/,To guess or think something is true based on what you know,"For example, I think it will rain tomorrow because the sky is dark and cloudy."
deem,v.认为，相信,5,Chapter 5 学校教育,/diːm/,To think or believe that something is true or important.,"For example, the teacher thinks that homework is important for students to learn."
imply,v.暗指，意味着,5,Chapter 5 学校教育,/ɪmˈplaɪ/,To suggest something without saying it directly.,"For example, if someone says ""It's cold in here,"" they might be suggesting that you should close the window."
represent,V.代表；象征,5,Chapter 5 学校教育,/ˌreprɪˈzent/,"To show or stand for something else, like a person, group, or idea.","For example, a flag can stand for a country."
insist,v.坚持，坚决认为｛或主张、要求),5,Chapter 5 学校教育,/ɪnˈsɪst/,"To say something over and over again, especially when you really believe it is true.","For example, she kept saying she was right even though others disagreed."
persist,v.坚持不懈；持续存在,5,Chapter 5 学校教育,/pəˈsɪst/,To keep doing something even when it is hard or when others might stop.,"For example, she kept trying to learn math even though it was difficult."
understand,v.懂得，理解,5,Chapter 5 学校教育,/ˌʌndəˈstænd/,To know the meaning of something or to grasp what someone is trying to say.,"For example, if your friend explains a math problem, and you know how to solve it, you understand it."
comprehend,v.理解，领悟,5,Chapter 5 学校教育,/ˌkɒmprɪˈhend/,"To understand something, like what someone is saying or what a book is about.","For example, if you read a story and know what it means, you are understanding it."
analyse,v.分析,5,Chapter 5 学校教育,/ˈænəlaɪz/,To look closely at something to understand it better.,"For example, you can look at a math problem and check each part to find the answer."
infer,v.推断，推理,5,Chapter 5 学校教育,/ɪnˈfɜː(r)/,To guess something based on clues or information you already know.,"For example, if you see that the sky is dark and the wind is blowing, you might guess that it will rain soon."
deduce,v.演绎，推论,5,Chapter 5 学校教育,/dɪˈdjuːs/,To figure something out by using clues or information you already know.,"For example, if you see wet grass in the morning, you might guess that it rained during the night."
conclude,v.推断出，得出结论；(使)结束,5,Chapter 5 学校教育,/kənˈkluːd/,To decide something after thinking about it or looking at the facts.,"For example, if you see wet grass in the morning, you might decide that it rained during the night."
analogy,n.类比；类推,5,Chapter 5 学校教育,/əˈnælədʒi/,An analogy is when you compare two things that are alike in some way to help explain something.,"For example, the heart is like a pump because it helps move blood through the body."
compare,v.比较；但......比作；比得上,5,Chapter 5 学校教育,/kəmˈpeə(r)/,To look at two things and see how they are similar or different.,"For example, you can look at a cat and a dog and see if they have fur or not."
contrast,n.对比；明显的差异,5,Chapter 5 学校教育,/ˈkɒntrɑːst/,"It is when two things are very different from each other, so you can easily see how they are not the same.","For example, a black cat and a white cat have a big contrast in color."
survey,n. 民意调查  v. 对......避行民意调查,5,Chapter 5 学校教育,/ˈsɜːveɪ/,A survey is when people ask questions to find out what a group of people think about something.,"For example, a school might ask students questions to know if they like the new lunch menu."
apply,v. 应用，适用,5,Chapter 5 学校教育,/əˈplaɪ/,To use something in a certain situation or to ask for something.,"For example, you can use a ruler to measure the length of a book."
fee,n. 酬金；费用,5,Chapter 5 学校教育,/fiː/,A fee is an amount of money you pay for a service or to use something.,"For example, you might pay a fee to join a sports club or to get a ticket to a concert."
overlap,V.与......复叠；(与......)部分相同,5,Chapter 5 学校教育,/ˌəʊvəˈlæp/,To happen at the same time or to have some parts that are the same as something else.,"For example, if two classes are both in the same room at the same time, they overlap."
contradiction,n.矛盾，不一致；反驳,5,Chapter 5 学校教育,/ˌkɒntrəˈdɪkʃ(ə)n/,A situation where two things are not the same and cannot both be true.,"For example, if someone says they are never late, but then arrives late, that is a problem because the two statements don’t match."
disagree,v.有分歧；不同意,5,Chapter 5 学校教育,/ˌdɪsəˈɡriː/,To have a different opinion from someone else about something.,"For example, if your friend says pizza is the best food and you think ice cream is better, you disagree."
differ,v.不同，相异,5,Chapter 5 学校教育,/ˈdɪfə(r)/,To be different from something else. It means that two things are not the same.,"For example, apples and oranges are different because one is red and the other is orange."
diverse,adj.不一样的，多种多样的,5,Chapter 5 学校教育,/daɪˈvɜːs/,Something that is different in many ways and not the same.,"For example, a park with many types of trees, flowers, and animals is a place with a variety of life."
nuance,n.细微差别,5,Chapter 5 学校教育,/ˈnjuːɑːns/,"A small difference in meaning, tone, or feeling that makes something seem slightly different.","For example, the words ""happy"" and ""glad"" have a slight difference in how they feel, even though they both mean being pleased."
inductive,adj.归纳的；诱导的,5,Chapter 5 学校教育,/ɪnˈdʌktɪv/,Something that helps you learn or understand something by looking at examples and finding a pattern.,"For example, if you see several dogs and notice they all have fur, you might guess that all dogs have fur."
detail,n.细节；(画等的)细部,5,Chapter 5 学校教育,/ˈdiːteɪl/,A small part of something that shows how it is made or what it looks like.,"For example, the tiny lines on a drawing show how the picture is created."
thorough,adj.彻底的，详尽的,5,Chapter 5 学校教育,/ˈθʌrə/,"Something that is thorough is done completely and carefully, without missing any parts.","For example, a thorough check of your homework means you look at every question to make sure it's correct."
example,n.例子；榜样,5,Chapter 5 学校教育,/ɪɡˈzɑːmp(ə)l/,A thing that shows how something works or what something looks like.,"For example, if you want to show how to tie your shoes, you can use a person or a video as a guide."
instance,n.实例；情况，场合,5,Chapter 5 学校教育,/ˈɪnstəns/,A instance is a specific example of something that happens or a particular time when something occurs.,"For example, if you fall down while riding your bike, that is an instance of an accident."
confirm,v.证实；确保，巩固,5,Chapter 5 学校教育,/kənˈfɜːm/,To check that something is true or to make sure that something happens.,"For example, if you send a message and the person says ""I got it,"" they are checking that you sent the message correctly."
demonstrate,v.示范，演示；证明,5,Chapter 5 学校教育,/ˈdemənstreɪt/,To show someone how to do something or to prove that something is true.,"For example, a teacher might show students how to solve a math problem on the board."
illustrate,v. (用图等)说明；给(书)加插图(或图表),5,Chapter 5 学校教育,/ˈɪləstreɪt/,"To show or explain something by using pictures, examples, or details.","For example, a teacher might draw a picture to help students understand a math problem."
manifest,v.显示，表明,5,Chapter 5 学校教育,/ˈmænɪfest/,To show something clearly so people can see or understand it.,"For example, if you are sad, your face might show it by looking down and not smiling."
prove,v.证明；结果是,5,Chapter 5 学校教育,/pruːv/,To show that something is true or correct by giving evidence.,"For example, you can prove you did your homework by showing it to your teacher."
determine,v.决定；下定决心；查明,5,Chapter 5 学校教育,/dɪˈtɜːmɪn/,To decide something or to find out the answer to a question.,"For example, you can determine what game to play by asking your friends what they want to do."
decide,v.决定,5,Chapter 5 学校教育,/dɪˈsaɪd/,To choose what to do or what something is after thinking about it.,"For example, you might choose which game to play after thinking about what you like."
resolve,v.决心，决定；｛使｝分解为；解决,5,Chapter 5 学校教育,/rɪˈzɒlv/,To decide to do something and try hard to do it.,"For example, she made a resolve to study harder for her next test."
research,n.调查；探索,5,Chapter 5 学校教育,/rɪˈsɜːtʃ/,It is the process of looking for information to find answers or learn something new.,"For example, if you want to know why plants need sunlight, you can look up facts in books or online."
observe,v.观察，观测；注意到,5,Chapter 5 学校教育,/əbˈzɜːv/,To look at something carefully or notice something that is happening,"For example, you can watch a bird in a tree and see what it does."
inquire,v.询问；调查,5,Chapter 5 学校教育,/ɪnˈkwaɪə(r)/,To ask a question or get information about something you don't know,"For example, if you want to know when a movie starts, you can ask the person at the ticket counter."
query,n.疑问；询问 v.怀疑；询问,5,Chapter 5 学校教育,/ˈkwɪəri/,A question or a request for information.,"For example, if you don't understand something, you can ask a teacher for help."
questionnaire,n.调查表，调查问卷,5,Chapter 5 学校教育,/ˌkwestʃəˈneə(r)/,A paper or online form with questions used to collect information from people.,"For example, a teacher might give a form to students to find out what they think about a class."
accomplish,v.达到(目的)，完成,5,Chapter 5 学校教育,/əˈkʌmplɪʃ/,To accomplish something means to finish it and make it happen. It is when you do what you set out to do.,"For example, if you study hard, you can accomplish your goal of getting good grades."
attain,v.获得；达到,5,Chapter 5 学校教育,/əˈteɪn/,To get something you want or reach a goal after trying hard.,"For example, if you practice every day, you can get better at playing the guitar."
credit,n.赊购；学分；信任,5,Chapter 5 学校教育,/ˈkredɪt/,"It is when you get something now and pay for it later, or when you get points for doing well in school.","For example, if you buy a phone on credit, you can use it now and pay the money later."
score,n.得分，成绩,5,Chapter 5 学校教育,/skɔː(r)/,"A number that shows how well someone did in a game, test, or activity.","For example, if you get 10 questions right out of 20, your result is 10."
mark,v.分数；标记v.标志着；v.给......打分；在....上做记号,5,Chapter 5 学校教育,/mɑːk/,To give a score or put a sign on something to show it is special or important.,"For example, the teacher puts a red mark on your paper to show where you made a mistake."
grade,v.给......分等级n.等级；成绩等级,5,Chapter 5 学校教育,/ɡreɪd/,"To give something a level or score, usually based on how well it is done.","For example, the teacher gives a paper a grade of 90 out of 100."
rank,n.等级；排，列v.给····平级；位列,5,Chapter 5 学校教育,/ræŋk/,"It is a way to show how good or important something is, or the position of something in a group.","For example, in a race, the person who finishes first has the highest rank."
row,n. (一)排，｛一)行,5,Chapter 5 学校教育,/rəʊ/,A row is a line of things or people next to each other.,"For example, the chairs in a classroom are in a row."
queue,n.行列v.排队等候,5,Chapter 5 学校教育,/kjuː/,A line of people or things waiting for their turn.,"For example, you might stand in a line at the store to buy something."
grant,v.授予；准予；承认,5,Chapter 5 学校教育,/ɡrɑːnt/,To give someone permission or to allow something to happen.,"For example, the teacher allowed the students to go outside for recess."
praise,n.赞美 v.赞扬,5,Chapter 5 学校教育,/preɪz/,To say something good about someone or something to show you like it.,"For example, your teacher might say you did a great job on your homework."
appreciate,v.赏识；感激；意识到,5,Chapter 5 学校教育,/əˈpriːʃieɪt/,"To feel thankful for something or someone, or to understand how good something is.","For example, you might feel thankful when a friend helps you with your homework."
feedback,n.反馈，反应,5,Chapter 5 学校教育,/ˈfiːdbæk/,It is when someone tells you what they think about something you did or made.,"For example, if you draw a picture and your teacher says it looks nice, that is feedback."
overestimate,v.高估,5,Chapter 5 学校教育,/ˌəʊvərˈestɪmeɪt/,"To think something is bigger, more important, or more valuable than it really is.","For example, if you think your dog is the best in the world, but other people don't agree, you might be thinking too highly of him."
fellowship,n.研究生奖学金,5,Chapter 5 学校教育,/ˈfeləʊʃɪp/,A type of money given to students to help them study at a university.,"For example, a student might get money to pay for their classes and living costs while they finish their degree."
scholarship,n.奖学金；学问，学识,5,Chapter 5 学校教育,/ˈskɒləʃɪp/,A scholarship is money given to help someone go to school or learn more. It can also mean how much someone knows about a subject.,"For example, a student might get a scholarship to help pay for college classes."
reward,n.报答；黄金 v.报答,5,Chapter 5 学校教育,/rɪˈwɔːd/,Something you get because you did something good or helpful.,"For example, if you clean your room, your parents might give you some money as a thank you."
award,n.奖；奖品,5,Chapter 5 学校教育,/əˈwɔːd/,A prize given to someone for doing something good or winning a competition.,"For example, if you win a race, you might get a trophy or a certificate as a prize."
prize,n.奖赏 v.珍视,5,Chapter 5 学校教育,/praɪz/,A prize is something you get for winning a game or competition. It can also mean to value something very much.,"For example, if you win a race, you might get a prize like a trophy or a medal."
